"","From","Entry","Gene.Names","Protein.names","Protein.existence","Annotation","Gene.Ontology..GO.","Gene.Ontology.IDs","Gene.encoded.by"
"401","A0A337RYM9","A0A337RYM9","COL4A3","Collagen type IV alpha 3 chain","Predicted","3","basement membrane [GO:0005604]; collagen type IV trimer [GO:0005587]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; membrane [GO:0016020]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; integrin binding [GO:0005178]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; endothelial cell apoptotic process [GO:0072577]; extracellular matrix organization [GO:0030198]; glomerular basement membrane development [GO:0032836]; negative regulation of angiogenesis [GO:0016525]; negative regulation of vascular endothelial cell proliferation [GO:1905563]","GO:0005178; GO:0005587; GO:0005604; GO:0005615; GO:0005783; GO:0016020; GO:0016525; GO:0030020; GO:0030198; GO:0032836; GO:0038063; GO:0072577; GO:1905563",NA
"402","A0A337SN04","A0A337SN04","COL4A5","Collagen type IV alpha 5 chain","Predicted","2","basement membrane [GO:0005604]; collagen type IV trimer [GO:0005587]; extracellular space [GO:0005615]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; extracellular matrix organization [GO:0030198]; neuromuscular junction development [GO:0007528]","GO:0005587; GO:0005604; GO:0005615; GO:0007528; GO:0016020; GO:0030020; GO:0030198; GO:0031594; GO:0038063",NA
"403","A0A2I2UD65","A0A2I2UD65","COL5A2","Collagen type V alpha 2 chain","Predicted","3","collagen type V trimer [GO:0005588]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; metal ion binding [GO:0046872]; SMAD binding [GO:0046332]; cellular response to amino acid stimulus [GO:0071230]; collagen fibril organization [GO:0030199]; extracellular matrix organization [GO:0030198]; eye morphogenesis [GO:0048592]; negative regulation of endodermal cell differentiation [GO:1903225]; skeletal system development [GO:0001501]; skin development [GO:0043588]","GO:0001501; GO:0005588; GO:0005615; GO:0030020; GO:0030198; GO:0030199; GO:0043588; GO:0046332; GO:0046872; GO:0048592; GO:0062023; GO:0071230; GO:1903225",NA
"404","A0A5F5XGI4","A0A5F5XGI4","COL5A3","Collagen type V alpha 3 chain","Predicted","2","collagen type V trimer [GO:0005588]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; heparin binding [GO:0008201]; cell-matrix adhesion [GO:0007160]; extracellular matrix organization [GO:0030198]","GO:0005588; GO:0005615; GO:0007160; GO:0008201; GO:0030020; GO:0030198; GO:0062023",NA
"405","M3WLD9","M3WLD9","COL6A1","Collagen type VI alpha 1 chain","Predicted","5","basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; intracellular vesicle [GO:0097708]; lysosome [GO:0005764]; mitochondrion [GO:0005739]; myofibril [GO:0030016]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; collagen binding [GO:0005518]; platelet-derived growth factor binding [GO:0048407]; 2-oxoglutarate metabolic process [GO:0006103]; adipose tissue development [GO:0060612]; apoptotic nuclear changes [GO:0030262]; autophagy [GO:0006914]; basement membrane organization [GO:0071711]; bone development [GO:0060348]; bone mineralization [GO:0030282]; canonical Wnt signaling pathway [GO:0060070]; cartilage development [GO:0051216]; caveola assembly [GO:0070836]; cell morphogenesis [GO:0000902]; cellular response to amino acid stimulus [GO:0071230]; circadian rhythm [GO:0007623]; collagen fibril organization [GO:0030199]; collagen metabolic process [GO:0032963]; endodermal cell differentiation [GO:0035987]; energy reserve metabolic process [GO:0006112]; extracellular matrix assembly [GO:0085029]; fat cell proliferation [GO:0070341]; gene expression [GO:0010467]; glycolytic process [GO:0006096]; hair follicle development [GO:0001942]; heart development [GO:0007507]; homeostasis of number of cells [GO:0048872]; inflammatory response [GO:0006954]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; limb joint morphogenesis [GO:0036022]; lung alveolus development [GO:0048286]; lung epithelial cell differentiation [GO:0060487]; lung morphogenesis [GO:0060425]; mitochondrial depolarization [GO:0051882]; mitochondrial transmembrane transport [GO:1990542]; mitochondrion organization [GO:0007005]; multicellular organismal locomotion [GO:0071965]; muscle cell apoptotic process [GO:0010657]; muscle system process [GO:0003012]; myelination in peripheral nervous system [GO:0022011]; neuron apoptotic process [GO:0051402]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; protein tetramerization [GO:0051262]; reactive oxygen species metabolic process [GO:0072593]; reduction of food intake in response to dietary excess [GO:0002023]; regulation of cell size [GO:0008361]; regulation of collagen fibril organization [GO:1904026]; respiratory system process [GO:0003016]; response to bleomycin [GO:1904975]; response to decreased oxygen levels [GO:0036293]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to muscle activity [GO:0014850]; response to pain [GO:0048265]; response to peptide [GO:1901652]; response to polyamine macromolecule [GO:1904583]; response to reactive oxygen species [GO:0000302]; response to toxic substance [GO:0009636]; response to UV [GO:0009411]; response to wounding [GO:0009611]; response to xenobiotic stimulus [GO:0009410]; sensory perception of mechanical stimulus [GO:0050954]; single fertilization [GO:0007338]; skeletal muscle fiber development [GO:0048741]; skeletal muscle fiber differentiation [GO:0098528]; skeletal muscle tissue growth [GO:0048630]; skeletal muscle tissue regeneration [GO:0043403]; tissue remodeling [GO:0048771]; transmission of nerve impulse [GO:0019226]; tricarboxylic acid cycle [GO:0006099]; uterus development [GO:0060065]","GO:0000302; GO:0000902; GO:0001942; GO:0002023; GO:0003012; GO:0003016; GO:0005518; GO:0005576; GO:0005604; GO:0005739; GO:0005764; GO:0006096; GO:0006099; GO:0006103; GO:0006112; GO:0006914; GO:0006954; GO:0007005; GO:0007338; GO:0007507; GO:0007623; GO:0008286; GO:0008361; GO:0009410; GO:0009411; GO:0009611; GO:0009612; GO:0009636; GO:0010467; GO:0010657; GO:0014850; GO:0016529; GO:0019226; GO:0022011; GO:0030016; GO:0030199; GO:0030262; GO:0030282; GO:0032496; GO:0032963; GO:0032991; GO:0035987; GO:0036022; GO:0036293; GO:0042383; GO:0043403; GO:0043491; GO:0048009; GO:0048265; GO:0048286; GO:0048407; GO:0048630; GO:0048741; GO:0048771; GO:0048872; GO:0050954; GO:0051216; GO:0051262; GO:0051402; GO:0051882; GO:0060065; GO:0060070; GO:0060348; GO:0060425; GO:0060487; GO:0060612; GO:0062023; GO:0070341; GO:0070836; GO:0071230; GO:0071711; GO:0071965; GO:0072593; GO:0085029; GO:0097708; GO:0098528; GO:1901652; GO:1904026; GO:1904583; GO:1904975; GO:1990542",NA
"406","A0A2I2U2C4","A0A2I2U2C4","COL6A2","Collagen type VI alpha 2 chain","Predicted","2","collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; collagen binding [GO:0005518]; neuron apoptotic process [GO:0051402]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; response to UV [GO:0009411]","GO:0005518; GO:0005576; GO:0009411; GO:0032991; GO:0042383; GO:0043491; GO:0051402; GO:0062023",NA
"407","A0A337S4V9","A0A337S4V9","COL6A3","Collagen type VI alpha 3 chain","Predicted","2","collagen trimer [GO:0005581]; extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]","GO:0004867; GO:0005576; GO:0005581; GO:0007155",NA
"408","A0A337RW59","A0A337RW59","COL6A3","Collagen type VI alpha 3 chain","Inferred from homology","2","collagen trimer [GO:0005581]; extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]","GO:0004867; GO:0005576; GO:0005581; GO:0007155",NA
"409","M3WHG4","M3WHG4","COL6A3","Collagen type VI alpha 3 chain","Predicted","2","collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; sarcolemma [GO:0042383]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]; neuron apoptotic process [GO:0051402]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; response to UV [GO:0009411]","GO:0004867; GO:0005581; GO:0005615; GO:0007155; GO:0009411; GO:0042383; GO:0043491; GO:0051402; GO:0062023",NA
"410","A0A2I2U7G3","A0A2I2U7G3","COL8A1","Collagen type VIII alpha 1 chain","Predicted","1","collagen trimer [GO:0005581]; extracellular region [GO:0005576]; membrane [GO:0016020]","GO:0005576; GO:0005581; GO:0016020",NA
"411","A0A2I2UH03","A0A2I2UH03","COLEC10","Collectin subfamily member 10","Predicted","2","collagen trimer [GO:0005581]; extracellular space [GO:0005615]; multivesicular body [GO:0005771]; chemoattractant activity [GO:0042056]; mannose binding [GO:0005537]; complement activation, lectin pathway [GO:0001867]; cranial skeletal system development [GO:1904888]; positive regulation of opsonization [GO:1903028]; proteolysis [GO:0006508]","GO:0001867; GO:0005537; GO:0005581; GO:0005615; GO:0005771; GO:0006508; GO:0042056; GO:1903028; GO:1904888",NA
"412","A0A2I2U3V7","A0A2I2U3V7","COLEC11","Collectin-11","Inferred from homology","2","collagen trimer [GO:0005581]; extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]","GO:0005576; GO:0005581; GO:0030246",NA
"413","A0A2I2U1P2","A0A2I2U1P2","COLEC12","Collectin-12","Predicted","3","collagen trimer [GO:0005581]; membrane [GO:0016020]; carbohydrate binding [GO:0030246]; low-density lipoprotein particle binding [GO:0030169]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling receptor activity [GO:0038023]; cellular response to exogenous dsRNA [GO:0071360]; defense response to bacterium [GO:0042742]; phagocytosis, recognition [GO:0006910]; plasma membrane raft organization [GO:0044857]; toll-like receptor 3 signaling pathway [GO:0034138]","GO:0005044; GO:0005581; GO:0006910; GO:0016020; GO:0030169; GO:0030246; GO:0034138; GO:0038023; GO:0038187; GO:0042742; GO:0044857; GO:0071360",NA
"414","M3WN82","M3WN82","COLEC12","Collectin-12","Predicted","2","collagen trimer [GO:0005581]; membrane [GO:0016020]; carbohydrate binding [GO:0030246]","GO:0005581; GO:0016020; GO:0030246",NA
"415","A0A5F5XKH5","A0A5F5XKH5","COMP","Cartilage oligomeric matrix protein","Inferred from homology","5","collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; protein-containing complex [GO:0032991]; BMP binding [GO:0036122]; calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; protease binding [GO:0002020]; apoptotic process [GO:0006915]; artery morphogenesis [GO:0048844]; BMP signaling pathway [GO:0030509]; bone mineralization [GO:0030282]; cartilage homeostasis [GO:1990079]; cellular senescence [GO:0090398]; chondrocyte development [GO:0002063]; chondrocyte proliferation [GO:0035988]; collagen fibril organization [GO:0030199]; growth plate cartilage development [GO:0003417]; limb development [GO:0060173]; multicellular organism growth [GO:0035264]; musculoskeletal movement [GO:0050881]; negative regulation of apoptotic process [GO:0043066]; negative regulation of hemostasis [GO:1900047]; platelet aggregation [GO:0070527]; positive regulation of chondrocyte proliferation [GO:1902732]; protein homooligomerization [GO:0051260]; protein processing [GO:0016485]; protein secretion [GO:0009306]; regulation of bone mineralization [GO:0030500]; regulation of gene expression [GO:0010468]; response to unfolded protein [GO:0006986]; skin development [GO:0043588]; tendon development [GO:0035989]; vascular associated smooth muscle cell development [GO:0097084]; vascular associated smooth muscle contraction [GO:0014829]","GO:0002020; GO:0002063; GO:0003417; GO:0005178; GO:0005509; GO:0005518; GO:0005615; GO:0006915; GO:0006986; GO:0008201; GO:0009306; GO:0010468; GO:0014829; GO:0016485; GO:0030199; GO:0030282; GO:0030500; GO:0030509; GO:0032991; GO:0035264; GO:0035988; GO:0035989; GO:0036122; GO:0043066; GO:0043395; GO:0043588; GO:0048844; GO:0050881; GO:0051260; GO:0060173; GO:0062023; GO:0070527; GO:0090398; GO:0097084; GO:1900047; GO:1902732; GO:1990079",NA
"416","A0A337S2A4","A0A337S2A4","COMP","Cartilage oligomeric matrix protein","Inferred from homology","2","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell adhesion [GO:0007155]","GO:0005509; GO:0005576; GO:0007155",NA
"417","M3VWP9","M3VWP9","COPB2","Coatomer subunit beta'","Inferred from homology","3","COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","GO:0000139; GO:0005198; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126",NA
"418","A0A337RVF9","A0A337RVF9","COTL1","ADF-H domain-containing protein","Predicted","1","actin binding [GO:0003779]","GO:0003779",NA
"419","A0A2I2U8E4","A0A2I2U8E4","CP","ferroxidase (EC 1.16.3.1)","Inferred from homology","2","copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]","GO:0005507; GO:0016491",NA
"420","A0A5F5XZM2","A0A5F5XZM2","CPA1","Carboxypeptidase A1","Inferred from homology","1","metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]","GO:0004181; GO:0006508; GO:0008270",NA
"421","M3WKB7","M3WKB7","CPA1","Carboxypeptidase A1 (EC 3.4.17.1)","Inferred from homology","2","extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]","GO:0004181; GO:0005615; GO:0006508; GO:0008270",NA
"422","A0A2I2U0Y4","A0A2I2U0Y4","CPB1","Carboxypeptidase B (EC 3.4.17.2)","Inferred from homology","2","extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]","GO:0004181; GO:0005615; GO:0006508; GO:0008270",NA
"423","A0A2I2UAE6","A0A2I2UAE6","CPB2","Carboxypeptidase B2","Inferred from homology","2","metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; fibrinolysis [GO:0042730]; proteolysis [GO:0006508]","GO:0004181; GO:0006508; GO:0008270; GO:0042730",NA
"424","A0A337SN31","A0A337SN31","CPD","Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D)","Inferred from homology","2","metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]","GO:0004181; GO:0006508; GO:0008270",NA
"425","M3WGH2","M3WGH2","CPE","Carboxypeptidase E (EC 3.4.17.10) (Carboxypeptidase H) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)","Inferred from homology","4","extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658]; cell adhesion molecule binding [GO:0050839]; metallocarboxypeptidase activity [GO:0004181]; neurexin family protein binding [GO:0042043]; zinc ion binding [GO:0008270]; cardiac left ventricle morphogenesis [GO:0003214]; insulin processing [GO:0030070]; peptide hormone secretion [GO:0030072]; peptide metabolic process [GO:0006518]; protein localization to membrane [GO:0072657]; protein localization to secretory granule [GO:0033366]; protein processing [GO:0016485]; Wnt signaling pathway [GO:0016055]","GO:0003214; GO:0004181; GO:0005615; GO:0005794; GO:0006518; GO:0008270; GO:0016055; GO:0016485; GO:0030070; GO:0030072; GO:0030658; GO:0030667; GO:0033366; GO:0042043; GO:0050839; GO:0072657",NA
